"","name","releasedate"
"8437","Rush","2012"
"8438","Ruslaan","2009"
"8439","Rusom-E-Rome","1961"
"8440","Rustom","2016"
"8441","Rustom","1982"
"8442","Rustom Kaun","1966"
"8443","Rustom-E-Baghdad","1963"
"8444","Rustom-E-Hind","1965"
"8445","Rustom-Sohrab","1963"
"8446","Rut Rangeelee Aayegee","1972"
"8447","S","2011"
"8448","S O S Jasoos","1969"
"8449","S.P. Khan Ek Nayi Kranti","2015"
"8450","Sa Re Ga Ma Pa","1972"
"8451","Saab, Chai Paani?","2010"
"8452","Saadey CM Saab","2016"
"8453","Saagar","1985"
"8454","Saagar","1951"
"8455","Saagar Kanya","2000"
"8456","Saahas","1981"
"8457","Saaho","2016"
"8458","Saaja","1963"
"8459","Saajan","1969"
"8460","Saajan","1947"
"8461","Saajan","1991"
"8462","Saajan Bina Suhagan","1978"
"8463","Saajan Chale Sasural","1996"
"8464","Saajan Ka Ghar","1994"
"8465","Saajan Ka Ghar","1948"
"8466","Saajan Ki Bahon Mein","1995"
"8467","Saajan Ki Saheli","1981"
"8468","Saajan Mere Mein Saajan Ki","1980"
"8469","Saako <U+0096> 363","2012"
"8470","Saala Khadoos","2016"
"8471","Saali Gharwali Aur Baaharwali","2001"
"8472","Saali Khushi","2011"
"8473","Saali Poori Gharwali","2000"
"8474","Saamri","1985"
"8475","Saamri","2000"
"8476","Saanch Ko Aanch Nahin","1979"
"8477","Saankal","2015"
"8478","Saanncha <U+0096> The Mould","2010"
"8479","Saansein <U+0096> The Last Breath","2016"
"8480","Saaransh","1984"
"8481","Saare Jahaan Se Mehnga","2013"
"8482","Saas Bahu Aur Sensex","2008"
"8483","Saas Bhi Kabhi Bahu Thi","1971"
"8484","Saat Bijliyan","1988"
"8485","Saat Hindustani","1969"
"8486","Saat Kadam","2016"
"8487","Saat Phere","1970"
"8488","Saat Rang Ke Sapne","1998"
"8489","Saat Saal Baad","1987"
"8490","Saat Saheliyan","2002"
"8491","Saat Samunder Paar","1987"
"8492","Saat Sawal","1971"
"8493","Saat Uchhakkey","2016"
"8494","Saatchya Aat Gharat","2004"
"8495","Saath Saath","1982"
"8496","Saathi","1991"
"8497","Saathi","1968"
"8498","Saathi","1938"
"8499","Saathi <U+0096> The Companion","2005"
"8500","Saathiya","2002"
"8501","Saatwan Aasman","1992"
"8502","Saawan <U+0096> The Love Season","2006"
"8503","Saawan Ko Aane Do","2006"
"8504","Saawariya","2007"
"8505","Saaya","1991"
"8506","Saaya","1961"
"8507","Saaya","2003"
"8508","Saaya Kali Raat Mein","2001"
"8509","Saaz","1998"
"8510","Saaz Aur Awaaz","1966"
"8511","Saaz Aur Sanam","1972"
"8512","Saazish","1998"
"8513","Saazish","1975"
"8514","Saazish","1959"
"8515","Saazish","1988"
"8516","Sab Ka Ustad","1967"
"8517","Sab Kuch Hai Kuch Bhi Nahin","2005"
"8518","Sabak","1950"
"8519","Sabak","1973"
"8520","Sabar","1996"
"8521","Sabki Bajegi Band","2015"
"8522","Saboot","1980"
"8523","Sabrang","2016"
"8524","Sabse Bada Be-Imaan","2000"
"8525","Sabse Bada Khiladi","1995"
"8526","Sabse Bada Rupaiya","1955"
"8527","Sabse Bada Sukh","1972"
"8528","Sabse Badhkar Kaun","2002"
"8529","Sabyasachi","1948"
"8530","Sabz Baag","1951"
"8531","Sach","1990"
"8532","Sachaai","1969"
"8533","Sachai Ki Taqat","1989"
"8534","Sachcha Jhutha","1970"
"8535","Sachcha Pyar","1950"
"8536","Sachcha Sapna","1942"
"8537","Sachche Ka Bolbala","1989"
"8538","Sachche Ka Bolbala","1955"
"8539","Sachche Moti","1963"
"8540","Sachi Ibadat","1987"
"8541","Sachin <U+0096> A Billion Dreams","2017"
"8542","Sachin The Ultimate Winner","2017"
"8543","Sacred Evil <U+0096> A True Story","2006"
"8544","Sada Suhagan","1986"
"8545","Sadak","1991"
"8546","Sadak Chhap","1987"
"8547","Sadanandante Samayam","2003"
"8548","Sadda Adda","2012"
"8549","Sadgati","1981"
"8550","Sadhna","1939"
"8551","Sadhna","1958"
"8552","Sadhu Aur Shaitan","1968"
"8553","Sadhu Ya Shaitan","1939"
"8554","Sadiyaan","2010"
"8555","Sadma","1983"
"8556","Saed E Havas","1936"
"8557","Safar","1946"
"8558","Safar","1970"
"8559","Safari","1999"
"8560","Safed Haathi","1977"
"8561","Safed Jhooth","1977"
"8562","Safed Sawar","1941"
"8563","Sagar Ka Sher","1937"
"8564","Sagar Ki Kanya","1936"
"8565","Sagar Sangam","2000"
"8566","Sagara Sangamam","1983"
"8567","Saggai","1951"
"8568","Saggai","1966"
"8569","Sagina","1974"
"8570","Sahara","1958"
"8571","Sahara","1943"
"8572","Saheb","2017"
"8573","Saheb","1985"
"8574","Saheb Bahadur","1980"
"8575","Saheb Biwi Aur Gangster","2011"
"8576","Saheb Biwi Aur Gangster 3","2016"
"8577","Saheb Biwi Aur Gangster Returns","2013"
"8578","Saheb Biwi Aur Gulam","1962"
"8579","Sahebzaade","1992"
"8580","Sahebzade","1989"
"8581","Saheli","1942"
"8582","Saheli","1965"
"8583","Sahi Dhandhe Galat Bande","2011"
"8584","Sahi Lutera","1935"
"8585","Sahibaan","1993"
"8586","Sahil","1959"
"8587","Sahiya","2007"
"8588","Sahme Huay Sitaren","1995"
"8589","Sai V/s I","2017"
"8590","Sailaab","1990"
"8591","Saina","2016"
"8592","Sainik","1993"
"8593","Sainikudu","2007"
"8594","Sair-E-Paristan","1958"
"8595","Sair-E-Paristan","1934"
"8596","Saira","2007"
"8597","Sairandhri","1993"
"8598","Saiyan","1951"
"8599","Saiyyan Hamar","2004"
"8600","Sajid Nadiadwala<U+0092>s Next Production","2017"
"8601","Sajiv Murti","1935"
"8602","Sajjan","1941"
"8603","Sajjo Rani","1976"
"8604","Sajna Saath Nibhana","1986"
"8605","Sajna Ve Sajna","2007"
"8606","Sajni","1956"
"8607","Sajni","1940"
"8608","Sakala Kala Vallavan","1982"
"8609","Sakhi Hatim","1955"
"8610","Sakhi Lutera","1969"
"8611","Sakhi Robin","1962"
"8612","Sakshi Gopal","1957"
"8613","Sakura <U+0096> A Flower","2007"
"8614","Salaam Bombay!","1989"
"8615","Salaam Memsaab","1979"
"8616","Salaam Memsaheb","1961"
"8617","Salaam Mumbai","2016"
"8618","Salaam Namaste","2005"
"8619","Salaam Zindagi","2017"
"8620","Salaam-E-Ishq","2007"
"8621","Salaami","1994"
"8622","Salakhen","1998"
"8623","Salakhen","1976"
"8624","Sale Up to 50%","2010"
"8625","Salgirah","1946"
"8626","Salim Langde Pe Mat Ro","1990"
"8627","Sallu Ki Shaadi","2016"
"8628","Salma","1943"
"8629","Salma","1985"
"8630","Salma Pe Dil Aa Gaya","1997"
"8631","Salman Khan <U+0096> Remo Dsouza<U+0092>s Next","2017"
"8632","Saloni","1952"
"8633","Saluun","2011"
"8634","Sama","2011"
"8635","Samaanta","1975"
"8636","Samadhi","1972"
"8637","Samadhi","1950"
"8638","Samaj","1954"
"8639","Samaj Ka Shikar","1931"
"8640","Samaj Ki Bhool","1934"
"8641","Samaj Ko Badal Dalo","1947"
"8642","Samaj Ko Badal Dalo","1970"
"8643","Samaj Patan","1937"
"8644","Samandaron Ki Malika","1947"
"8645","Samar","1999"
"8646","Samasya","1977"
"8647","Samay <U+0096> When Time Strikes","2003"
"8648","Samay Bada Balwan","1969"
"8649","Samay Ki Dhara","1986"
"8650","Sambandh","1969"
"8651","Sambandh","2004"
"8652","Sambandh","1982"
"8653","Sambar Salsa","2007"
"8654","Sambhavam","1998"
"8655","Sameer","2016"
"8656","Sameera","1981"
"8657","Samjhauta","1973"
"8658","Sampati","1949"
"8659","Sampoorna Devi Darshan","1971"
"8660","Sampoorna Ramayana","1961"
"8661","Sampoorna Santoshi Maa Ki Mahima","1981"
"8662","Sampoorna Teerth Yatra","1970"
"8663","Samraat","1982"
"8664","Samrat","1953"
"8665","Samrat & Co.","2014"
"8666","Samrat Ashok","1947"
"8667","Samrat Chandragupt","1958"
"8668","Samrat Chandragupta","1945"
"8669","Samrat Prithviraj Chauhan","1959"
"8670","Samsara","2006"
"8671","Samsherbaz","1940"
"8672","Samson","1964"
"8673","Samundar","1957"
"8674","Samundar","1986"
"8675","Samundari Daku","1956"
"8676","San Andreas","2015"
"8677","San<U+0092> 75 Pachattar","2016"
"8678","Sanaa","2006"
"8679","Sanak <U+0096> Thae Deadly Passion","2007"
"8680","Sanam","1997"
"8681","Sanam","1951"
"8682","Sanam Aap Ki Khatir","1991"
"8683","Sanam Bewafa","1991"
"8684","Sanam Harjai","1995"
"8685","Sanam Hum Aapke Hain","2011"
"8686","Sanam Phir Milenge","2012"
"8687","Sanam Re","2016"
"8688","Sanam Tere Hain Hum","1992"
"8689","Sanam Tere Pyaar Mein","2005"
"8690","Sanam Teri Kasam","2016"
"8691","Sanam Teri Kasam","1982"
"8692","Sanam Teri Kasam","2009"
"8693","Sandeep Aur Pinky Faraar","2017"
"8694","Sandesh","1952"
"8695","Sandesha","1940"
"8696","Sandhi","1944"
"8697","Sandhya","2002"
"8698","Sandhya","1980"
"8699","Sandhya Chhaya","1981"
"8700","Sandwich","2006"
"8701","Sanga Mithra","2017"
"8702","Sangam","1954"
"8703","Sangam","1941"
"8704","Sangat","1975"
"8705","Sangdil","1967"
"8706","Sangdil","1952"
"8707","Sangdil Samaj","1936"
"8708","Sangdil Sanam","1994"
"8709","Sangeet","1992"
"8710","Sangeet Samrat Tansen","1962"
"8711","Sangeeta","1950"
"8712","Sangharsh","1999"
"8713","Sangram","1965"
"8714","Sangram","1950"
"8715","Sangram","1993"
"8716","Sangram","1976"
"8717","Sanjay","1995"
"8718","Sanjay Dutt<U+0092>s Biopic","2018"
"8719","Sanjh Aur Savera","1964"
"8720","Sanjh Ki Bela","1981"
"8721","Sanjhi","1985"
"8722","Sanjog","1943"
"8723","Sanjog","1961"
"8724","Sanjog","1972"
"8725","Sanjog","1985"
"8726","Sankaal <U+0096> The Latch","2011"
"8727","Sankalp","1974"
"8728","Sankat City","2009"
"8729","Sanki","2012"
"8730","Sankoch","1976"
"8731","Sannata","1966"
"8732","Sannata","1981"
"8733","Sansar","1987"
"8734","Sansar","1971"
"8735","Sansar","1951"
"8736","Sansar Sagar","1939"
"8737","Sanskar","1958"
"8738","Sanskar","1940"
"8739","Sant Dnyaseshwar","1964"
"8740","Sant Gyaneshwar","1982"
"8741","Sant Janabai","1949"
"8742","Sant Raghu","1957"
"8743","Sant Ravidas Ki Amar Kahani","1984"
"8744","Sant Sakhu","1941"
"8745","Sant Tukaram","1948"
"8746","Sant Tukaram","1965"
"8747","Sant Tulsidas","1972"
"8748","Santa Banta Pvt. Ltd.","2016"
"8749","Santan","1946"
"8750","Santan","1976"
"8751","Santan","1959"
"8752","Santan","1993"
"8753","Santosh","1989"
"8754","Sanwaria","1949"
"8755","Sanyasi","1945"
"8756","Sanyasi","1975"
"8757","Sanyasi Mera Naam","1999"
"8758","Sapan Suhane","1961"
"8759","Sapera","1961"
"8760","Sapera","1939"
"8761","Sapna","1969"
"8762","Sapnay","1997"
"8763","Sapne Sajan Ke","1992"
"8764","Sapnon Ka Saudagar","1969"
"8765","Sapoot","1996"
"8766","Saqi","1952"
"8767","Saqi","1937"
"8768","Sar Ankhon Par","1999"
"8769","Sar Kati Laash","1999"
"8770","Sar Utha Ke Jiyo","1998"
"8771","Sara Akash","1969"
"8772","Sara Jahan Hamara","1961"
"8773","Sarabjit","2015"
"8774","Sarai Ke Bahar","1947"
"8775","Saranga","1961"
"8776","Saraswati Chandra","1968"
"8777","Sarbjit","2016"
"8778","Sardar","1940"
"8779","Sardar","1994"
"8780","Sardar","1984"
"8781","Sardar","1967"
"8782","Sardar","1955"
"8783","Sardari Begum","1997"
"8784","Sarfarosh","1985"
"8785","Sarfarosh","1964"
"8786","Sarfarosh","1999"
"8787","Sarfaroshi <U+0096> A War Against System","2014"
"8788","Sargam","1979"
"8789","Sargana","2011"
"8790","Sargna","2010"
"8791","Sargoshiyan","2017"
"8792","Sarhad","1995"
"8793","Sarhad","1960"
"8794","Sarhad Paar","2007"
"8795","Sarhadi Lutera","1966"
"8796","Sarivar Sari","2005"
"8797","Sarkar","1951"
"8798","Sarkar","2005"
"8799","Sarkar 3","2017"
"8800","Sarkar Raj","2008"
"8801","Sarkari Mehman","1978"
"8802","Sarkarnama","1997"
"8803","Sarla","1936"
"8804","Sarojani","1949"
"8805","Sarojani","1937"
"8806","Sarovar Ki Sundri","1942"
"8807","Sarphira","1992"
"8808","Sartaj","1950"
"8809","Sarthak","2016"
"8810","Sasar Naiya","1939"
"8811","Saskar","1952"
"8812","Sassi Punnu","1946"
"8813","Sassi Punnu","1932"
"8814","Sasta Khoon Mehanga Pyar","1970"
"8815","Sasti Dulhan Mahenga Doolha","1986"
"8816","Sasura Bada Paise Wala","2006"
"8817","Sasural","1941"
"8818","Sasural","1961"
"8819","Sasurari Zindabaad","2007"
"8820","Satah Se Uthata Aadmi","1980"
"8821","Sathi Leelavathi","1995"
"8822","Sati Ahalya","1949"
"8823","Sati Anjani","1934"
"8824","Sati Anusuya","1956"
"8825","Sati Anusuya","1974"
"8826","Sati Anusuya","1933"
"8827","Sati Aur Bhagwan","1982"
"8828","Sati Madalasa","1955"
"8829","Sati Madalasa","1932"
"8830","Sati Mahananda","1933"
"8831","Sati Naari","1965"
"8832","Sati Nagkanaya","1983"
"8833","Sati Nagkanya","1956"
"8834","Sati Narmada","1950"
"8835","Sati Pariksha","1957"
"8836","Sati Pingala","1937"
"8837","Sati Renuka","1961"
"8838","Sati Savitri","1981"
"8839","Sati Seeta","1946"
"8840","Sati Sone","1932"
"8841","Sati Sulochana","1935"
"8842","Sati Sulochana","1969"
"8843","Sati Toral","1947"
"8844","Sati Toral","1935"
"8845","Sati Vaishalini","1959"
"8846","Sati Vijaya","1948"
"8847","Satra Ko Shaadi Hai","2015"
"8848","Satrangee Parachute","2011"
"8849","Satsang","2015"
"8850","Satta","2003"
"8851","Satta Bazar","1959"
"8852","Satte Pe Satta","1982"
"8853","Satte Pe Satta Remake","2010"
"8854","Satya","1998"
"8855","Satya 2","2013"
"8856","Satya Bol","2004"
"8857","Satya Sai Baba","2014"
"8858","Satyaghath: Crime Never Pays","2003"
"8859","Satyagraha","2013"
"8860","Satyakam","1969"
"8861","Satyam Shivam Sundaram","1978"
"8862","Satyamev Jayate","1987"
"8863","Satyanarayan","1948"
"8864","Satywadi Raja Harischandra","1931"
"8865","Satywan Savitri","1948"
"8866","Sau Crore","1991"
"8867","Sau Din Saas Ke","1980"
"8868","Sau Jhooth Ek Sach <U+0096> The Uninvited","2005"
"8869","Sau Ka Note","1955"
"8870","Sau Saal Baad","1966"
"8871","Sau Saal Baad","1989"
"8872","Saubhagya","1940"
"8873","Saubhagya Laxmi","1934"
"8874","Saubhagya Sundri","1933"
"8875","Sauda","1995"
"8876","Sauda <U+0096> The Deal","2005"
"8877","Saudaa","1974"
"8878","Saudagar","1991"
"8879","Saudagar","1951"
"8880","Saudagar","1973"
"8881","Saudamini","1950"
"8882","Saugandh","1963"
"8883","Saugandh","1942"
"8884","Saugandh","1991"
"8885","Saugandh","1982"
"8886","Saugandh Geeta Ki","2001"
"8887","Sautela","1999"
"8888","Sautela Bhai","1962"
"8889","Sautela Pati","1985"
"8890","Savaal","1981"
"8891","Savarkhed <U+0096> Ek Gaav","2004"
"8892","Savdhan","1954"
"8893","Savdhan","1991"
"8894","Savera","1942"
"8895","Savera","1972"
"8896","Savera","1958"
"8897","Savere Wali Gaadi","1986"
"8898","Savitri","1937"
"8899","Sawaal","1943"
"8900","Sawaal","1982"
"8901","Sawan","1959"
"8902","Sawan","1945"
"8903","Sawan Aya Re","1949"
"8904","Sawan Bhadon","1970"
"8905","Sawan Bhadon","1949"
"8906","Sawan Ka Maheena","1989"
"8907","Sawan Ke Geet","1978"
"8908","Sawan Ki Ghata","1966"
"8909","Saxxx Ki Dukaan.com","2015"
"8910","Say Salaam India","2007"
"8911","Say Yes To Love","2012"
"8912","Saza E Kala Pani","1996"
"8913","Saza E Maut","1981"
"8914","Sazaa","1972"
"8915","Sazaa","1951"
"8916","Scary Movie 5","2013"
"8917","School","2004"
"8918","School Girl","1999"
"8919","School Master","1959"
"8920","School Master","1943"
"8921","School Teacher","2016"
"8922","Scout Camp","1959"
"8923","Scribbles on Akka","2000"
"8924","Season Of The Witch","2011"
"8925","Second Hand Husband","2015"
"8926","Second Marriage Dot Com","2012"
"8927","Secret","2015"
"8928","Secret Superstar","2017"
"8929","Secretariat","2010"
"8930","Secretary","1938"
"8931","Secrets Of Sex","2012"
"8932","Seedha Raasta","1947"
"8933","Seedha Rasta","1941"
"8934","Seedhas Rasta","1941"
"8935","Seema","1971"
"8936","Seeta","1934"
"8937","Seeta Aur Geeta","1972"
"8938","Seeta Ram Radheshyam","1973"
"8939","Seeta Swayamvar","1948"
"8940","Seeta Swayamwar","1948"
"8941","Sehar","2005"
"8942","Sehra","1948"
"8943","Sehra","1963"
"8944","Sej Piya Ki","1981"
"8945","Selima","1935"
"8946","Senapati","1961"
"8947","Service Ltd","1939"
"8948","Sethu","1999"
"8949","Seva Gram","1947"
"8950","Seva Sadan","1934"
"8951","Seven Days","1995"
"8952","Seven Islands And A Metro","2006"
"8953","Sewa","1942"
"8954","Sewak","1975"
"8955","Shaabash! You Can Do It","2009"
"8956","Shaadi","1962"
"8957","Shaadi Ka Laddoo","2004"
"8958","Shaadi Karke Phas Gaya Yaar","2006"
"8959","Shaadi Ke Baad","1972"
"8960","Shaadi Ke Side Effects","2014"
"8961","Shaadi Ki Raat","1935"
"8962","Shaadi Mein Zaroor Aana","2016"
"8963","Shaadi No.1","2005"
"8964","Shaadi Se Pehle","1980"
"8965","Shaadi Se Pehle","1947"
"8966","Shaadi Se Pehle","2006"
"8967","Shaadii Ke Liiye Loan","2011"
"8968","Shaaka","1981"
"8969","Shaan","1950"
"8970","Shaan","1980"
"8971","Shaandaar","2015"
"8972","Shaapit","2010"
"8973","Shaatir The Fox","2010"
"8974","Shaayad","1979"
"8975","Shab","2017"
"8976","Shabab","1954"
"8977","Shabash Daddy","1979"
"8978","Shabd","2005"
"8979","Shabistan","1951"
"8980","Shabnam","1949"
"8981","Shabnam","1964"
"8982","Shabnam Mausi","2005"
"8983","Shabri","2011"
"8984","Shabri","1947"
"8985","Shabri 2","2015"
"8986","Shaddi Ka Mamla","1937"
"8987","Shaddi Ki Raat","1950"
"8988","Shadow","2009"
"8989","Shadyanta","1990"
"8990","Shagird","2011"
"8991","Shagird","1967"
"8992","Shagufa","1953"
"8993","Shagun","1951"
"8994","Shagun","1964"
"8995","Shah Behram","1955"
"8996","Shah E Iran","1934"
"8997","Shah E Misar","1945"
"8998","Shah Rukh Khan-Aanand. L. Rai<U+0092>s Next","2018"
"8999","Shahar Ka Jadu","1934"
"9000","Shahar Se Door","1946"
"9001","Shaheed","1948"
"9002","Shaheed","1965"
"9003","Shaheed Bhagat Singh","1964"
"9004","Shaheed Uddham Singh","2000"
"9005","Shaheed-E-Azam","2002"
"9006","Shaheed-E-Azam Bhagat Singh","1954"
"9007","Shaheed-E-Kargil","2001"
"9008","Shaheed-e-Mohobbat","1999"
"9009","Shahenshah","1953"
"9010","Shahenshah","1988"
"9011","Shahenshah Babar","1944"
"9012","Shahenshan Akbar","1943"
"9013","Shahi Bazar","1957"
"9014","Shahi Chor","1955"
"9015","Shahi Farman","1962"
"9016","Shahi Khazana","1946"
"9017","Shahi Mehmaan","1955"
"9018","Shahid","2013"
"9019","Shahid-E-Mohabbat","1936"
"9020","Shahjehan","1946"
"9021","Shahnaz","1948"
"9022","Shahrukh Bola Khoobsurat Hai Tu","2010"
"9023","Shahzada","1955"
"9024","Shahzada","1972"
"9025","Shahzada Ali","2015"
"9026","Shahzadi","1992"
"9027","Shahzadi","1941"
"9028","Shair","1949"
"9029","Shair E Kashmir Mahjoor","1972"
"9030","Shaitan","1974"
"9031","Shaitan","2011"
"9032","Shaitan Ka Pash","1936"
"9033","Shaitan Mujrim","1980"
"9034","Shaitan Tantrik","1999"
"9035","Shaitani Aatma","1998"
"9036","Shaitani Dracula","2010"
"9037","Shaitani Ilaaka","1990"
"9038","Shakal Pe Mat Ja","2011"
"9039","Shakalaka Boom Boom","2007"
"9040","Shake Hands","1947"
"9041","Shakti","1948"
"9042","Shakti","1982"
"9043","Shakti <U+0096> The Power","2002"
"9044","Shaktimaan","1993"
"9045","Shakuntala","1931"
"9046","Shakuntala","1931"
"9047","Shakuntala","1943"
"9048","Shalimar","1946"
"9049","Shalimar","1978"
"9050","Sham Ghansham","1998"
"9051","Sham Savera","1946"
"9052","Shama","1961"
"9053","Shama","1946"
"9054","Shama","1981"
"9055","Shama Parwana","1954"
"9056","Shama Parwana","1937"
"9057","Shamitabh","2015"
"9058","Shamshaan","2000"
"9059","Shamshaan Ghaat","2004"
"9060","Shamsheer","1967"
"9061","Shamsheer E Arab","1935"
"9062","Shamsher","1953"
"9063","Shan E Hatim","1958"
"9064","Shan E Hind","1936"
"9065","Shan-E-Hind","1960"
"9066","Shan-E-Khuda","1971"
"9067","Shan-E-Subhan","1933"
"9068","Shandaar","1974"
"9069","Shandar","1990"
"9070","Shanghai","2012"
"9071","Shankar","1947"
"9072","Shankar Dada","1976"
"9073","Shankar Hussain","1977"
"9074","Shankar Khan","1968"
"9075","Shankar Saleem Simon","1978"
"9076","Shankar Shambhu","1976"
"9077","Shankar Shambhu","2000"
"9078","Shankara","1991"
"9079","Shankarlal","1981"
"9080","Shanker Parvati","1943"
"9081","Shanker Seeta Anusuya","1965"
"9082","Shann E Ellahi","1995"
"9083","Shanti","1947"
"9084","Shanti Kranti","1991"
"9085","Shapath","1997"
"9086","Shapath","1984"
"9087","Shaque","1977"
"9088","Sharaabi","1984"
"9089","Sharaarat","2002"
"9090","Sharabi","1964"
"9091","Sharafat","1970"
"9092","Sharafat","1943"
"9093","Sharafat Chhod Di Maine","1976"
"9094","Sharafat Gayi Tel Lene","2015"
"9095","Sharafi Loot","1937"
"9096","Sharara","1984"
"9097","Shararat","1959"
"9098","Shararat","1972"
"9099","Shararat","1944"
"9100","Sharbati Ankhen","1945"
"9101","Sharda","1957"
"9102","Sharda","1942"
"9103","Sharda","1981"
"9104","Share Bazar","1997"
"9105","Shareef Badmash","1973"
"9106","Sharif Daku","1960"
"9107","Sharif Daku","1938"
"9108","Sharmeeli","1971"
"9109","Shart","1986"
"9110","Shart","1969"
"9111","Shart","1954"
"9112","Shart <U+0096> The Challenge","2004"
"9113","Shashi Lakadhara","1934"
"9114","Shashi Lutera","1965"
"9115","Shastra","1996"
"9116","Shatranj","1993"
"9117","Shatranj","1969"
"9118","Shatranj","1956"
"9119","Shatranj","1946"
"9120","Shatranj Ke Khiladi","1977"
"9121","Shatranj Ke Mohre","1974"
"9122","Shatru","1986"
"9123","Shauhar","1948"
"9124","Shaukeen","1982"
"9125","Shaukeen","1949"
"9126","Shaukeen Kaminay","2016"
"9127","Shaukkeen","2005"
"9128","Shaurya","2008"
"9129","Sheba And Hercules","1967"
"9130","Sheela","1987"
"9131","Sheen","2004"
"9132","Sheesh Mahal","1950"
"9133","Sheesha","1986"
"9134","Sheesha","2005"
"9135","Sheesha","1952"
"9136","Sheeshe Ki Diwar","1954"
"9137","Sheetalbhabhi.com","2011"
"9138","Sheetla Mata","1981"
"9139","Shehar Aur Sapna","1964"
"9140","Shehnai","1964"
"9141","Shehzaade","1989"
"9142","Shehzada","1972"
"9143","Sheikh Chilli","1956"
"9144","Sheikh Chilli","1942"
"9145","Sheilbala","1932"
"9146","Shekhar Mera Naam","1983"
"9147","Shelf Life","2011"
"9148","Sher","2015"
"9149","Sher Dil","1965"
"9150","Sher Dil Aurat","1935"
"9151","Sher Ka Punja","1936"
"9152","Sher Khan","1998"
"9153","Sher Khan","1963"
"9154","Sher Khan","2015"
"9155","Sher Shivaji","1987"
"9156","Sher-E-Afghan","1966"
"9157","Sher-E-Baghdad","1957"
"9158","Sher-E-Baghdad","1946"
"9159","Sher-E-Hindustan","1998"
"9160","Shera","1999"
"9161","Shera Daku","1966"
"9162","Shera Shamshera","1990"
"9163","Sherdil","1990"
"9164","Shere Bengal","1947"
"9165","Shere-E-Watan","1971"
"9166","Sherni","1988"
"9167","Sheroo","1957"
"9168","Shesh Naag","1957"
"9169","Shesh Naag","1990"
"9170","Shevri","2007"
"9171","Shhuddhi","2017"
"9172","Shiddat","2017"
"9173","Shikaar","2004"
